image_id,Carriageway,Upgrade cost,Motorcycle observed flow,Bicycle observed flow,Pedestrian observed flow across the road,Pedestrian observed flow along the road driver-side,Pedestrian observed flow along the road passenger-side,Land use - driver-side,Land use - passenger-side,Area type,Speed limit,Motorcycle speed limit,Truck speed limit,Differential speed limits,Median type,Centreline rumble strips,Roadside severity - driver-side distance,Roadside severity - driver-side object,Roadside severity - passenger-side distance,Roadside severity - passenger-side object,Shoulder rumble strips,Paved shoulder - driver-side,Paved shoulder - passenger-side,Intersection type,Intersection channelisation,Intersecting road volume,Intersection quality,Property access points,Number of lanes,Lane width,Curvature,Quality of curve,Grade,Road condition,Skid resistance / grip,Delineation,Street lighting,Pedestrian crossing facilities - inspected road,Pedestrian crossing quality,Pedestrian crossing facilities - intersecting road,Pedestrian fencing,Speed management / traffic calming,Vehicle parking,Sidewalk - driver-side,Sidewalk - passenger-side,Service road,Facilities for motorised two wheelers,Facilities for bicycles,Roadworks,Sight distance,School zone warning,School zone crossing supervisor
399,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - metal,Not present,≥10m,Safety barrier - metal,≥10m,Safety barrier - metal,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
400,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,≥10m,Safety barrier - concrete,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
401,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - metal,Not present,≥10m,Safety barrier - metal,≥10m,Safety barrier - metal,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
402,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,≥10m,Safety barrier - concrete,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,Grade separated facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
403,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - metal,Not present,≥10m,Safety barrier - metal,≥10m,Safety barrier - metal,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Four or more,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
404,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - concrete,Not present,5 to <10m,Safety barrier - concrete,5 to <10m,Safety barrier - concrete,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
405,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,80km/h,80km/h,60km/h,Present,Safety barrier - concrete,Not present,5 to <10m,Safety barrier - concrete,5 to <10m,Safety barrier - concrete,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
406,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Commercial,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,5 to <10m,Safety barrier - concrete,Not present,_None_,Narrow 0m to <1m,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
407,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Commercial,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,5 to <10m,Safety barrier - concrete,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
408,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Commercial,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,5 to <10m,Safety barrier - concrete,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
409,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,≥10m,Safety barrier - concrete,Not present,_None_,_None_,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
410,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Commercial,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,5 to <10m,Safety barrier - concrete,Not present,_None_,Narrow 0m to <1m,_None_,Not present,Not applicable,Not applicable,_None_,Two,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
411,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Commercial,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,5 to <10m,Safety barrier - concrete,Not present,_None_,_None_,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
412,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Commercial,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,5 to <10m,Safety barrier - concrete,Not present,_None_,_None_,_None_,Not present,Not applicable,Not applicable,_None_,Two,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
413,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Commercial,Urban,80km/h,80km/h,60km/h,Present,Safety barrier - metal,Not present,≥10m,Safety barrier - metal,5 to <10m,Safety barrier - concrete,Not present,_None_,_None_,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
414,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - metal,Not present,≥10m,Safety barrier - metal,≥10m,Safety barrier - metal,Not present,_None_,_None_,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
415,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - metal,Not present,≥10m,Safety barrier - metal,≥10m,Safety barrier - metal,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
416,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,≥10m,Safety barrier - concrete,Not present,_None_,_None_,_None_,Not present,Not applicable,Not applicable,_None_,Two,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
417,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Residential,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - metal,Not present,≥10m,Safety barrier - metal,5 to <10m,Safety barrier - metal,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
418,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,≥10m,Safety barrier - concrete,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
419,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - metal,Not present,≥10m,Safety barrier - metal,≥10m,Safety barrier - metal,Not present,_None_,_None_,_None_,Not present,Not applicable,Not applicable,_None_,Two,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
420,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - metal,Not present,≥10m,Safety barrier - metal,≥10m,Safety barrier - metal,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
421,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,≥10m,Safety barrier - concrete,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
422,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - metal,Not present,≥10m,Safety barrier - metal,≥10m,Safety barrier - metal,Not present,_None_,_None_,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
423,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,≥10m,Safety barrier - concrete,Not present,_None_,_None_,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
424,Carriageway A of a divided road,Medium,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Rural,90km/h,90km/h,80km/h,Not present,Safety barrier - metal,Not present,≥10m,Safety barrier - metal,≥10m,Safety barrier - metal,Not present,_None_,_None_,_None_,Not present,Not applicable,Not applicable,_None_,Two,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
425,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - metal,Not present,≥10m,Safety barrier - metal,≥10m,Safety barrier - metal,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
426,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - metal,Not present,≥10m,Safety barrier - metal,≥10m,Safety barrier - metal,Not present,_None_,_None_,_None_,Not present,Not applicable,Not applicable,_None_,Two,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
427,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,≥10m,Safety barrier - concrete,Not present,_None_,_None_,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
428,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,≥10m,Safety barrier - concrete,Not present,_None_,_None_,_None_,Not present,Not applicable,Not applicable,_None_,Two,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
429,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - metal,Not present,≥10m,Safety barrier - metal,≥10m,Safety barrier - metal,Not present,_None_,_None_,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
430,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - metal,Not present,≥10m,Safety barrier - metal,≥10m,Safety barrier - metal,Not present,_None_,_None_,_None_,Not present,Not applicable,Not applicable,_None_,Two,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
431,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,≥10m,Safety barrier - concrete,Not present,_None_,_None_,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
432,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - metal,Not present,≥10m,Safety barrier - metal,≥10m,Safety barrier - metal,Not present,_None_,_None_,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
433,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - metal,Not present,≥10m,Safety barrier - metal,≥10m,Safety barrier - metal,Not present,_None_,_None_,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
434,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - metal,Not present,≥10m,Safety barrier - metal,≥10m,Safety barrier - metal,Not present,_None_,_None_,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
435,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - metal,Not present,≥10m,Safety barrier - metal,≥10m,Safety barrier - metal,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
436,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - metal,Not present,≥10m,Safety barrier - metal,≥10m,Safety barrier - metal,Not present,_None_,_None_,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
437,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - metal,Not present,≥10m,Safety barrier - metal,≥10m,Safety barrier - metal,Not present,_None_,_None_,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
438,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - metal,Not present,≥10m,Safety barrier - metal,≥10m,Safety barrier - metal,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
439,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Commercial,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,5 to <10m,Safety barrier - concrete,Not present,_None_,Narrow 0m to <1m,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
440,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Commercial,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - metal,Not present,≥10m,Safety barrier - metal,5 to <10m,Safety barrier - concrete,Not present,_None_,_None_,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
441,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,≥10m,Safety barrier - concrete,Not present,_None_,_None_,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
442,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - metal,Not present,≥10m,Safety barrier - metal,≥10m,Safety barrier - metal,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
