image_id,Carriageway,Upgrade cost,Motorcycle observed flow,Bicycle observed flow,Pedestrian observed flow across the road,Pedestrian observed flow along the road driver-side,Pedestrian observed flow along the road passenger-side,Land use - driver-side,Land use - passenger-side,Area type,Speed limit,Motorcycle speed limit,Truck speed limit,Differential speed limits,Median type,Centreline rumble strips,Roadside severity - driver-side distance,Roadside severity - driver-side object,Roadside severity - passenger-side distance,Roadside severity - passenger-side object,Shoulder rumble strips,Paved shoulder - driver-side,Paved shoulder - passenger-side,Intersection type,Intersection channelisation,Intersecting road volume,Intersection quality,Property access points,Number of lanes,Lane width,Curvature,Quality of curve,Grade,Road condition,Skid resistance / grip,Delineation,Street lighting,Pedestrian crossing facilities - inspected road,Pedestrian crossing quality,Pedestrian crossing facilities - intersecting road,Pedestrian fencing,Speed management / traffic calming,Vehicle parking,Sidewalk - driver-side,Sidewalk - passenger-side,Service road,Facilities for motorised two wheelers,Facilities for bicycles,Roadworks,Sight distance,School zone warning,School zone crossing supervisor
42,Carriageway A of a divided road,Medium,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Rural,90km/h,90km/h,80km/h,Not present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,≥10m,Safety barrier - concrete,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Two,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
43,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Commercial,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,5 to <10m,Safety barrier - concrete,Not present,_None_,Narrow 0m to <1m,_None_,Not present,Not applicable,Not applicable,_None_,Two,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
44,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,≥10m,Safety barrier - concrete,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Two,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
45,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Commercial,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,5 to <10m,Safety barrier - concrete,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,Commercial access ≥1,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,Sidewalk ≥3m from road,Sidewalk ≥3m from road,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
46,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Commercial,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,5 to <10m,Safety barrier - concrete,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,Sidewalk ≥3m from road,Sidewalk ≥3m from road,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
47,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,≥10m,Safety barrier - concrete,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,Sidewalk ≥3m from road,Sidewalk ≥3m from road,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
48,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Commercial,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,5 to <10m,Safety barrier - concrete,Not present,_None_,Narrow 0m to <1m,_None_,Not present,Not applicable,Not applicable,Commercial access ≥1,Two,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,One side,_None_,Sidewalk 0m to <1m from road,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
49,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Commercial,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,0 to <1m,Safety barrier - concrete,Not present,_None_,Narrow 0m to <1m,_None_,Not present,Not applicable,Not applicable,_None_,Two,Wide ≥3.25m,Straight or gently curving,Not applicable,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,One side,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
50,Undivided road,High,_None_,_None_,_None_,_None_,_None_,Commercial,Commercial,Urban,80km/h,80km/h,60km/h,Present,Centre line,Not present,≥10m,Safety barrier - concrete,≥10m,Safety barrier - concrete,Not present,_None_,_None_,_None_,Not present,Not applicable,Not applicable,_None_,Two,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
51,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Commercial,Urban,80km/h,80km/h,60km/h,Present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,0 to <1m,Safety barrier - concrete,Not present,Wide ≥2.4m,Narrow 0m to <1m,_None_,Not present,Not applicable,Not applicable,Commercial access ≥1,Three,Wide ≥3.25m,Straight or gently curving,Not applicable,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,One side,Sidewalk ≥3m from road,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
52,Undivided road,High,_None_,_None_,_None_,_None_,_None_,Residential,Commercial,Urban,80km/h,80km/h,60km/h,Present,Centre line,Not present,≥10m,Safety barrier - metal,≥10m,Safety barrier - concrete,Not present,Narrow 0m to <1m,Narrow 0m to <1m,_None_,Not present,Not applicable,Not applicable,_None_,Two,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,One side,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
53,Undivided road,High,_None_,_None_,_None_,_None_,_None_,Commercial,Commercial,Urban,80km/h,80km/h,60km/h,Present,Wide centre line 0.3m to 1m,Not present,≥10m,Safety barrier - metal,≥10m,Safety barrier - metal,Not present,Narrow 0m to <1m,Narrow 0m to <1m,_None_,Not present,Not applicable,Not applicable,_None_,Two,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,One side,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
54,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Commercial,Urban,80km/h,80km/h,60km/h,Present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,5 to <10m,Safety barrier - concrete,Not present,_None_,Narrow 0m to <1m,_None_,Not present,Not applicable,Not applicable,Commercial access ≥1,Two,Wide ≥3.25m,Straight or gently curving,Not applicable,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,One side,_None_,Sidewalk 0m to <1m from road,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
55,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Commercial,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,5 to <10m,Safety barrier - concrete,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,Sidewalk 1m to <3m from road,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
56,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Commercial,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,5 to <10m,Safety barrier - concrete,Not present,Wide ≥2.4m,Wide ≥2.4m,4-leg (unsignalised) with no protected turn lane,Not present,"1,000 to 5,000 vehicles",Adequate,Commercial access ≥1,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,Sidewalk 1m to <3m from road,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
57,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,≥10m,Safety barrier - concrete,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Four or more,Wide ≥3.25m,Straight or gently curving,Not applicable,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
58,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Commercial,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,5 to <10m,Safety barrier - concrete,Not present,_None_,Narrow 0m to <1m,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Not applicable,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
59,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,≥10m,Safety barrier - concrete,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
60,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,≥10m,Safety barrier - concrete,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Four or more,Wide ≥3.25m,Straight or gently curving,Not applicable,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
61,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,≥10m,Safety barrier - concrete,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Two,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,Sidewalk ≥3m from road,Sidewalk ≥3m from road,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
62,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Residential,Urban,80km/h,80km/h,60km/h,Present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,5 to <10m,Safety barrier - concrete,Not present,_None_,Narrow 0m to <1m,_None_,Not present,Not applicable,Not applicable,Residential access <3,Two,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,One side,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
63,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,≥10m,Safety barrier - concrete,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
64,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Commercial,Urban,80km/h,80km/h,60km/h,Present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,0 to <1m,Safety barrier - concrete,Not present,Wide ≥2.4m,Narrow 0m to <1m,_None_,Not present,Not applicable,Not applicable,Commercial access ≥1,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,One side,Sidewalk ≥3m from road,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
65,Undivided road,High,_None_,_None_,_None_,_None_,_None_,Residential,Commercial,Urban,80km/h,80km/h,60km/h,Present,Wide centre line 0.3m to 1m,Not present,≥10m,Safety barrier - metal,≥10m,Safety barrier - metal,Not present,Narrow 0m to <1m,Narrow 0m to <1m,_None_,Not present,Not applicable,Not applicable,_None_,Two,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,One side,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
66,Undivided road,High,_None_,_None_,_None_,_None_,_None_,Residential,Commercial,Urban,80km/h,80km/h,60km/h,Present,Wide centre line 0.3m to 1m,Not present,≥10m,Safety barrier - metal,≥10m,Safety barrier - concrete,Not present,Narrow 0m to <1m,Narrow 0m to <1m,_None_,Not present,Not applicable,Not applicable,Residential access <3,Two,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,One side,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
67,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Commercial,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,5 to <10m,Safety barrier - concrete,Not present,_None_,Narrow 0m to <1m,_None_,Not present,Not applicable,Not applicable,_None_,Two,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,One side,_None_,Sidewalk 0m to <1m from road,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
68,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Residential,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,5 to <10m,Safety barrier - concrete,Not present,_None_,Narrow 0m to <1m,_None_,Not present,Not applicable,Not applicable,_None_,Four or more,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
69,Undivided road,High,_None_,_None_,_None_,_None_,_None_,Commercial,Commercial,Urban,80km/h,80km/h,60km/h,Present,Centre line,Not present,≥10m,Safety barrier - metal,≥10m,Safety barrier - metal,Not present,Narrow 0m to <1m,Narrow 0m to <1m,_None_,Not present,Not applicable,Not applicable,Commercial access ≥1,Two,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,Two side,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
70,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,≥10m,Safety barrier - concrete,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
71,Undivided road,High,_None_,_None_,_None_,_None_,_None_,Commercial,Commercial,Urban,80km/h,80km/h,60km/h,Present,Wide centre line 0.3m to 1m,Not present,≥10m,Safety barrier - metal,≥10m,Safety barrier - metal,Not present,Narrow 0m to <1m,Narrow 0m to <1m,_None_,Not present,Not applicable,Not applicable,Commercial access ≥1,Two,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,One side,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
72,Undivided road,High,_None_,_None_,_None_,_None_,_None_,Commercial,Commercial,Urban,90km/h,90km/h,80km/h,Not present,Wide centre line 0.3m to 1m,Not present,≥10m,Safety barrier - metal,≥10m,Safety barrier - metal,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,Commercial access ≥1,Two,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,One side,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
73,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Commercial,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - metal,Not present,≥10m,Safety barrier - metal,5 to <10m,Safety barrier - metal,Not present,_None_,_None_,Median crossing point - formal,Present,"1,000 to 5,000 vehicles",Adequate,_None_,Two,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,Grade separated facility,Adequate,No facility,Not present,Not present,One side,_None_,Sidewalk 0m to <1m from road,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
74,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Commercial,Urban,80km/h,80km/h,60km/h,Present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,5 to <10m,Safety barrier - concrete,Not present,_None_,Narrow 0m to <1m,_None_,Not present,Not applicable,Not applicable,_None_,Two,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,Grade separated facility,Not applicable,No facility,Not present,Not present,One side,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
75,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Commercial,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,5 to <10m,Safety barrier - concrete,Not present,_None_,Narrow 0m to <1m,4-leg (unsignalised) with no protected turn lane,Not present,"1,000 to 5,000 vehicles",Adequate,Commercial access ≥1,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,Grade separated facility,Not applicable,No facility,Not present,Not present,Two side,_None_,Sidewalk 0m to <1m from road,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
76,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,≥10m,Safety barrier - concrete,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Not applicable,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,Grade separated facility,Not applicable,No facility,Not present,Not present,_None_,Sidewalk ≥3m from road,Sidewalk ≥3m from road,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
77,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Commercial,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,5 to <10m,Safety barrier - concrete,Not present,_None_,Narrow 0m to <1m,_None_,Not present,Not applicable,Not applicable,Commercial access ≥1,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,One side,_None_,Sidewalk 0m to <1m from road,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
78,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Commercial,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,5 to <10m,Safety barrier - concrete,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,Sidewalk ≥3m from road,Sidewalk ≥3m from road,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
79,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Commercial,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,5 to <10m,Safety barrier - concrete,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,Sidewalk ≥3m from road,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
80,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Commercial,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,5 to <10m,Safety barrier - concrete,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,Sidewalk ≥3m from road,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
81,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,≥10m,Safety barrier - concrete,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
82,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - metal,Not present,≥10m,Safety barrier - metal,≥10m,Safety barrier - metal,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Three,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
83,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,90km/h,90km/h,80km/h,Not present,Safety barrier - concrete,Not present,≥10m,Safety barrier - concrete,≥10m,Safety barrier - concrete,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Four or more,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,Sidewalk ≥3m from road,Sidewalk ≥3m from road,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
