index,Carriageway,Upgrade cost,Motorcycle observed flow,Bicycle observed flow,Pedestrian observed flow across the road,Pedestrian observed flow along the road driver-side,Pedestrian observed flow along the road passenger-side,Land use - driver-side,Land use - passenger-side,Area type,Speed limit,Motorcycle speed limit,Truck speed limit,Differential speed limits,Median type,Centreline rumble strips,Roadside severity - driver-side distance,Roadside severity - driver-side object,Roadside severity - passenger-side distance,Roadside severity - passenger-side object,Shoulder rumble strips,Paved shoulder - driver-side,Paved shoulder - passenger-side,Intersection type,Intersection channelisation,Intersecting road volume,Intersection quality,Property access points,Number of lanes,Lane width,Curvature,Quality of curve,Grade,Road condition,Skid resistance / grip,Delineation,Street lighting,Pedestrian crossing facilities - inspected road,Pedestrian crossing quality,Pedestrian crossing facilities - intersecting road,Pedestrian fencing,Speed management / traffic calming,Vehicle parking,Sidewalk - driver-side,Sidewalk - passenger-side,Service road,Facilities for motorised two wheelers,Facilities for bicycles,Roadworks,Sight distance,School zone warning,School zone crossing supervisor
123,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
124,1,3,1,1,1,1,1,1,4,2,13,13,11,1,2,1,4,2,3,2,1,4,3,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
125,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,4,4,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
126,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,4,1,1,3,1,1,1,1,2,1,3,7,1,1,1,5,5,1,6,4,1,1,4,3
127,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
128,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
129,1,3,1,1,1,1,1,1,4,2,13,13,11,1,2,1,4,2,3,2,1,4,3,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
130,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,4,4,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
131,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,4,4,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
132,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,4,4,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
133,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,4,4,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
134,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
135,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,4,4,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
136,1,3,1,1,1,1,1,1,4,2,13,13,11,1,2,1,4,2,3,2,2,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
137,1,3,1,1,1,1,1,1,4,2,13,13,11,1,2,1,4,2,3,2,1,4,3,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
138,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
139,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,4,4,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
140,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,4,4,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
141,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,4,4,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
142,1,3,2,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,4,4,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
143,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
144,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
145,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,4,4,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
146,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
147,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
148,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,4,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
149,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
150,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
151,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
152,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
153,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
154,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
155,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
156,1,3,1,1,1,1,1,1,4,2,13,13,11,1,1,1,4,1,3,2,1,4,4,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
157,1,3,1,1,1,1,1,1,4,2,13,13,11,1,2,1,4,2,1,2,1,4,4,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
158,1,3,1,1,1,1,1,1,4,2,13,13,11,1,1,1,4,1,3,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
159,1,3,1,1,1,1,1,1,4,2,13,13,11,1,1,1,4,1,3,2,1,4,4,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
160,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
161,1,3,1,1,1,1,1,1,4,2,13,13,11,1,2,1,4,2,3,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
162,1,3,1,1,1,1,1,1,4,2,13,13,11,1,2,1,4,2,3,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
163,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,4,4,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
164,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,4,4,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
165,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,4,4,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
166,1,3,2,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,1,3,7,1,1,1,5,5,1,6,4,1,1,4,3
167,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
168,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
169,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
170,1,2,1,1,1,1,1,1,1,1,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
171,1,2,1,1,1,1,1,1,1,1,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
172,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
173,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,4,4,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
174,1,3,1,1,1,1,1,1,4,2,13,13,11,1,2,1,4,2,3,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
175,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
176,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
177,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
178,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
179,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,4,4,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
180,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,4,4,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
181,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
182,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
183,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
184,1,3,1,1,1,1,1,1,4,2,13,13,11,1,2,1,4,2,3,2,1,4,3,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
185,1,3,1,1,1,1,1,1,4,2,13,13,11,1,2,1,4,2,3,2,1,4,4,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
186,1,3,1,1,1,1,1,1,4,2,13,13,11,1,2,1,4,2,3,2,1,4,4,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
187,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,4,4,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
188,1,3,1,1,1,1,1,1,7,2,13,13,11,1,2,1,4,2,4,2,1,4,4,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
189,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
190,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
191,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,2,1,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
192,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
193,1,3,1,1,1,1,1,1,3,2,13,13,11,1,2,1,4,2,3,2,1,4,4,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
194,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
195,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,4,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
196,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,4,4,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
197,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,4,4,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
198,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,2,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
199,1,3,1,1,1,1,1,1,4,2,13,13,11,1,2,1,4,2,3,1,1,4,3,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
200,1,3,1,1,1,1,1,1,4,2,13,13,11,1,1,1,4,1,3,1,1,4,3,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
201,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,4,4,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
202,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,4,4,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
203,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,4,4,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
204,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,4,4,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
205,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
206,1,3,1,1,1,1,1,1,4,2,13,13,11,1,1,1,4,1,3,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
207,1,3,1,1,1,1,1,1,4,2,13,13,11,1,1,1,4,1,3,1,1,4,3,12,1,7,3,1,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,2,1,4,3
208,1,3,1,1,1,1,1,1,3,2,13,13,11,1,1,1,4,1,3,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
209,1,3,1,1,1,1,1,1,3,2,13,13,11,1,1,1,4,1,3,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
210,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,3,1,1,3,1,2,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
211,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,4,4,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
212,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,4,4,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
213,1,3,1,1,1,1,1,1,7,2,13,13,11,1,2,1,4,2,4,1,1,4,4,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
214,1,3,1,1,1,1,1,1,4,2,13,13,11,1,2,1,4,2,3,1,1,4,3,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
215,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,4,4,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
216,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
217,1,3,1,1,1,1,1,1,4,2,13,13,11,1,1,1,4,1,3,1,1,4,3,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
218,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
219,1,3,1,1,1,1,1,1,4,2,13,13,11,1,2,1,4,2,3,1,1,4,3,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
220,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,4,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
221,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
222,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
223,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
224,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,4,4,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
225,1,3,1,1,1,1,1,1,4,2,13,13,11,1,1,1,4,1,3,1,1,1,1,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
226,1,3,1,1,1,1,1,1,4,2,13,13,11,1,1,1,4,1,3,1,1,4,3,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
227,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,2,1,4,3
228,1,3,1,1,1,1,1,1,4,2,13,13,11,1,1,1,4,1,3,1,1,4,3,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,2,1,4,3
229,1,2,1,1,1,1,1,1,1,1,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
230,1,3,1,1,1,1,1,1,4,2,13,13,11,1,1,1,4,1,3,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
231,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
232,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,1,3,7,1,1,1,5,5,1,6,4,1,1,4,3
233,1,3,1,1,1,1,1,1,7,2,13,13,11,1,2,1,4,2,3,1,1,4,3,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
234,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,1,1,4,4,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
235,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
236,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
237,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
238,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
239,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
240,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
241,1,3,1,1,1,1,1,1,4,2,13,13,11,1,1,1,4,1,3,1,1,4,4,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
242,1,2,1,1,1,1,1,1,1,1,13,13,11,1,1,1,4,1,4,1,1,4,4,12,1,7,3,4,2,1,1,3,1,1,1,1,1,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
243,1,3,1,1,1,1,1,1,1,2,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
244,1,3,1,1,1,1,1,1,4,2,13,13,11,1,1,1,4,1,3,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
245,1,3,1,1,1,1,1,1,4,2,13,13,11,1,1,1,4,1,3,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
246,1,3,1,1,1,1,1,1,4,2,13,13,11,1,1,1,4,1,3,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
247,1,3,1,1,1,1,1,1,1,2,13,13,11,1,2,1,4,2,4,2,1,1,1,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
248,1,2,1,1,1,1,1,1,1,1,13,13,11,1,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
249,1,2,1,1,1,1,1,1,1,1,19,13,11,2,1,1,4,1,4,1,1,1,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,4,3
